Petition,URL,State,Signatures Count
Abandon Brexit because of COVID 19,https://petition.parliament.uk/petitions/302184,rejected,8
STOP price increases on essential items during COVID 19 period.,https://petition.parliament.uk/petitions/302185,rejected,6
Ensure all agency businesses ensure sick pay is covered during the epidemic,https://petition.parliament.uk/petitions/302187,rejected,16
Make restaurants state how they source their meat and how it was slaughtered.,https://petition.parliament.uk/petitions/302189,open,560
UK Government: issue care packages to the elderly and vulnerable,https://petition.parliament.uk/petitions/302190,open,99
Start a no confidence vote on Boris Johnson,https://petition.parliament.uk/petitions/302191,rejected,7
Public Vote of 'No Confidence' in the Prime Minister,https://petition.parliament.uk/petitions/302193,rejected,12
Employ aggressive social distancing measures now to contain Covid-19.,https://petition.parliament.uk/petitions/302198,rejected,18
Make claiming child benefit fairer for Families who rely on one main income.,https://petition.parliament.uk/petitions/302201,rejected,16
Compulsory deep sanitation for schools,https://petition.parliament.uk/petitions/302204,rejected,16
"Make e-bikes, e-scooters, and e-skateboards legal.",https://petition.parliament.uk/petitions/302208,rejected,7
Offer self employed financial support for earnings lost due to the Coronavirus,https://petition.parliament.uk/petitions/302216,rejected,8
No to IR35 changes,https://petition.parliament.uk/petitions/302218,rejected,6
Enable employers to pay their employees full pay for absence due to Coronavirus,https://petition.parliament.uk/petitions/302219,rejected,21
Guarantee pay to 0 hour workers in the event of a covid-19 business closure.,https://petition.parliament.uk/petitions/302221,rejected,8
Test ALL suspected cases of COVID-19 in the UK.,https://petition.parliament.uk/petitions/302232,rejected,7
Protect jobs and businesses in the travel and tourism industry during COVID-19,https://petition.parliament.uk/petitions/302233,open,59
Step up the measures for the prevention and immunisation of the coronavirus,https://petition.parliament.uk/petitions/302234,rejected,6
Ban adverts for and sale of Asian elephant tours that do not meet set standards,https://petition.parliament.uk/petitions/302242,open,4969
Cancel and void the English Football Premiership 2019/20 season due to Covid19,https://petition.parliament.uk/petitions/302244,rejected,21
Shorten the delayed local election time to at least August.,https://petition.parliament.uk/petitions/302247,open,26
Government should provide all citizens with £1000 per month UBI during COVID-19,https://petition.parliament.uk/petitions/302248,rejected,7
Permit all T4 Student Visa holders to leave the UK without any academic penalty,https://petition.parliament.uk/petitions/302250,rejected,21
"Encourage lenders, landlords and utilities to freeze payments during lockdown",https://petition.parliament.uk/petitions/302256,open,126186
Set a mandatory custodial sentence for people found guilty of sexual offences,https://petition.parliament.uk/petitions/302259,open,96
Cancel upcoming A levels and give students UCAS predicted grades. Delay GCSEs.,https://petition.parliament.uk/petitions/302262,rejected,10
Make school trip COVID-19 cancellations official FCO advice so insurers pay out,https://petition.parliament.uk/petitions/302264,rejected,9
Full refund must paid to passengers cancelling their flights due to Covid19.,https://petition.parliament.uk/petitions/302265,rejected,21
Launch an online system for people to report self-isolation for Covid-19,https://petition.parliament.uk/petitions/302267,open,60
The choice of a trade alignment with the EU or US must be put to a public vote.,https://petition.parliament.uk/petitions/302269,rejected,21
Test each person with COVID-19 symptoms.,https://petition.parliament.uk/petitions/302274,rejected,8
Increase Statutory Sick Pay,https://petition.parliament.uk/petitions/302277,open,270
To go into lock down how Italy have.,https://petition.parliament.uk/petitions/302278,rejected,6
Requisition all Intensive Care beds from the private health sector for NHS use.,https://petition.parliament.uk/petitions/302279,rejected,21
Stop flights coming into the UK from countries with Covid -19 virus outbreaks,https://petition.parliament.uk/petitions/302283,rejected,8
Implement Universal Basic Income to give home & food security through Covid-19,https://petition.parliament.uk/petitions/302284,open,113050
Examine the role of the BBC when the United Kingdom is imperilled,https://petition.parliament.uk/petitions/302290,rejected,7
Teesside University to Close Due to Covid-19,https://petition.parliament.uk/petitions/302292,rejected,6
Extend ATOL protection to all flights booked within the UK.,https://petition.parliament.uk/petitions/302300,open,27
Publish the scientific evidence to justify the lack of response to Coronavirus,https://petition.parliament.uk/petitions/302301,rejected,6
scrap the health surcharge fee that overseas nhs nurses are being forced to pay.,https://petition.parliament.uk/petitions/302304,rejected,6
Postpone May Bank Holidays until Autumn when holidays and sports will be back on,https://petition.parliament.uk/petitions/302308,open,190
All prison sentences for all crimes are to be served in full before parole.,https://petition.parliament.uk/petitions/302312,open,27
That HM government publish the advice/evidence behind their COVID-19 plan.,https://petition.parliament.uk/petitions/302314,rejected,10
Offering financial aid for people losing hours and jobs due to Coronavirus.,https://petition.parliament.uk/petitions/302316,rejected,21
Cancel 'Festival Of Britain' and give the money to our NHS,https://petition.parliament.uk/petitions/302318,open,714
Make Spitting in public a serious criminal offence punishable by large fine etc.,https://petition.parliament.uk/petitions/302321,rejected,7
Financially support low income families when Coronavirus closes schools.,https://petition.parliament.uk/petitions/302323,rejected,7
Prevent perpetrators accessing children conceived through rape or sexual assault,https://petition.parliament.uk/petitions/302325,open,149
Power of Entry Legislation For Police To Enter Flats Suspected To Be Cuckooed,https://petition.parliament.uk/petitions/302326,rejected,8
Open up UK print media online paywalls/subscriptions for COVID-19 reporting,https://petition.parliament.uk/petitions/302327,rejected,6
"Allow ""Personal Electric Vehicles"" to use cycle lanes and roads in the UK",https://petition.parliament.uk/petitions/302328,rejected,21
Require courts to make an attachment of earnings order where a debt is owed,https://petition.parliament.uk/petitions/302333,open,206
Ban second hand smoke drift into homes.,https://petition.parliament.uk/petitions/302335,rejected,7
Rates and taxes relief for all UK companies now.,https://petition.parliament.uk/petitions/302339,rejected,15
stop invergordon port authorities allowing cruise ships to dock in invergordon,https://petition.parliament.uk/petitions/302341,rejected,21
Introduce Universal Basic Income for the duration of the COVID-19 Pandemic.,https://petition.parliament.uk/petitions/302342,rejected,21
"GP’s to tell patients with existing health issues re: COVID 19, to self isolate",https://petition.parliament.uk/petitions/302343,rejected,6
COVID19 keep children home from school if there are at risk people in household,https://petition.parliament.uk/petitions/302346,rejected,7
We are individuals not 'herd'!UK don't sacrifice a percentage of its population!,https://petition.parliament.uk/petitions/302354,rejected,8
Make rooftop solar installations mandatory for all new homes valued over £400000,https://petition.parliament.uk/petitions/302355,open,54
Stop using the UK as a test lab to tackle the Coronavirus crisis.,https://petition.parliament.uk/petitions/302368,rejected,7
Publish Government papers regarding COVID19 after 10 years.,https://petition.parliament.uk/petitions/302369,open,44
"Bring back rationing!
Pass emergency legislation during Covid19 pandemic",https://petition.parliament.uk/petitions/302372,rejected,10
Form national team of food retailers supporting FSM in school CV19 closure,https://petition.parliament.uk/petitions/302373,rejected,9
